run_id,job,runner_labels,job_s,step,step_s
35435246033,test macos-latest,macos-latest,200.0,Install DuckDB CLI (Unix),2.0
35435246033,test macos-latest,macos-latest,200.0,Install DuckDB CLI (Windows),0.0
35435246033,test macos-latest,macos-latest,200.0,Verify DuckDB,0.0
35435246033,test macos-latest,macos-latest,200.0,Test,191.0
35435246033,test macos-latest,macos-latest,200.0,Doc tests,2.0
35435246033,test macos-latest,macos-latest,200.0,Post Run actions/checkout@v7,0.0
35435246033,test macos-latest,macos-latest,200.0,Complete job,1.0
35434914313,test ubuntu-latest,ubuntu-latest,119.0,Set up job,1.0
35434914313,test ubuntu-latest,ubuntu-latest,119.0,Run actions/checkout@v7,0.0
35434914313,test ubuntu-latest,ubuntu-latest,119.0,Install Rust,1.0
35434914313,test ubuntu-latest,ubuntu-latest,119.0,Install DuckDB CLI (Unix),1.0
35434914313,test ubuntu-latest,ubuntu-latest,119.0,Install DuckDB CLI (Windows),0.0
35434914313,test ubuntu-latest,ubuntu-latest,119.0,Verify DuckDB,0.0
35434914313,test ubuntu-latest,ubuntu-latest,119.0,Test,111.0
35434914313,test ubuntu-latest,ubuntu-latest,119.0,Doc tests,0.0
35434914313,test ubuntu-latest,ubuntu-latest,119.0,Post Run actions/checkout@v7,0.0
35434914313,test ubuntu-latest,ubuntu-latest,119.0,Complete job,0.0
35434914313,"msrv (1.85.0, ubuntu)",ubuntu-latest,26.0,Set up job,0.0
35434914313,"msrv (1.85.0, ubuntu)",ubuntu-latest,26.0,Run actions/checkout@v7,1.0
35434914313,"msrv (1.85.0, ubuntu)",ubuntu-latest,26.0,Install Rust 1.85.0,8.0
35434914313,"msrv (1.85.0, ubuntu)",ubuntu-latest,26.0,Check on the advertised MSRV,14.0
35434914313,"msrv (1.85.0, ubuntu)",ubuntu-latest,26.0,Post Run actions/checkout@v7,0.0
35434914313,"msrv (1.85.0, ubuntu)",ubuntu-latest,26.0,Complete job,0.0
35434914313,test macos-latest,macos-latest,169.0,Set up job,1.0
35434914313,test macos-latest,macos-latest,169.0,Run actions/checkout@v7,2.0
35434914313,test macos-latest,macos-latest,169.0,Install Rust,1.0
35434914313,test macos-latest,macos-latest,169.0,Install DuckDB CLI (Unix),2.0
35434914313,test macos-latest,macos-latest,169.0,Install DuckDB CLI (Windows),0.0
35434914313,test macos-latest,macos-latest,169.0,Verify DuckDB,0.0
35434914313,test macos-latest,macos-latest,169.0,Test,157.0
35434914313,test macos-latest,macos-latest,169.0,Doc tests,1.0
35434914313,test macos-latest,macos-latest,169.0,Post Run actions/checkout@v7,1.0
35434914313,test macos-latest,macos-latest,169.0,Complete job,0.0
35434914313,test windows-11-arm,windows-11-arm,228.0,Set up job,0.0
35434914313,test windows-11-arm,windows-11-arm,228.0,Run actions/checkout@v7,9.0
35434914313,test windows-11-arm,windows-11-arm,228.0,Install Rust,6.0
35434914313,test windows-11-arm,windows-11-arm,228.0,Install DuckDB CLI (Unix),0.0
35434914313,test windows-11-arm,windows-11-arm,228.0,Install DuckDB CLI (Windows),1.0
35434914313,test windows-11-arm,windows-11-arm,228.0,Verify DuckDB,1.0
35434914313,test windows-11-arm,windows-11-arm,228.0,Test,203.0
35434914313,test windows-11-arm,windows-11-arm,228.0,Doc tests,1.0
35434914313,test windows-11-arm,windows-11-arm,228.0,Post Run actions/checkout@v7,4.0
35434914313,test windows-11-arm,windows-11-arm,228.0,Complete job,0.0
35434914313,doc (ubuntu),ubuntu-latest,21.0,Set up job,0.0
35434914313,doc (ubuntu),ubuntu-latest,21.0,Run actions/checkout@v7,1.0
35434914313,doc (ubuntu),ubuntu-latest,21.0,Install Rust,0.0
35434914313,doc (ubuntu),ubuntu-latest,21.0,Rustdoc (deny warnings),17.0
35434914313,doc (ubuntu),ubuntu-latest,21.0,Post Run actions/checkout@v7,1.0
35434914313,doc (ubuntu),ubuntu-latest,21.0,Complete job,0.0
35434914313,lint (ubuntu),ubuntu-latest,33.0,Set up job,0.0
35434914313,lint (ubuntu),ubuntu-latest,33.0,Run actions/checkout@v7,1.0
35434914313,lint (ubuntu),ubuntu-latest,33.0,Install Rust + components,9.0
35434914313,lint (ubuntu),ubuntu-latest,33.0,Format,0.0
35434914313,lint (ubuntu),ubuntu-latest,33.0,Clippy,12.0
35434914313,lint (ubuntu),ubuntu-latest,33.0,Package (locked),8.0
35434914313,lint (ubuntu),ubuntu-latest,33.0,Post Run actions/checkout@v7,0.0
35434914313,lint (ubuntu),ubuntu-latest,33.0,Complete job,0.0
35434914313,test windows-latest,windows-latest,237.0,Set up job,1.0
35434914313,test windows-latest,windows-latest,237.0,Run actions/checkout@v7,5.0
35434914313,test windows-latest,windows-latest,237.0,Install Rust,6.0
35434914313,test windows-latest,windows-latest,237.0,Install DuckDB CLI (Unix),0.0
35434914313,test windows-latest,windows-latest,237.0,Install DuckDB CLI (Windows),1.0
35434914313,test windows-latest,windows-latest,237.0,Verify DuckDB,1.0
35434914313,test windows-latest,windows-latest,237.0,Test,218.0
35434914313,test windows-latest,windows-latest,237.0,Doc tests,1.0
35434914313,test windows-latest,windows-latest,237.0,Post Run actions/checkout@v7,2.0
35434914313,test windows-latest,windows-latest,237.0,Complete job,0.0
35431601592,lint (ubuntu),ubuntu-latest,41.0,Set up job,0.0
35431601592,lint (ubuntu),ubuntu-latest,41.0,Run actions/checkout@v7,1.0
35431601592,lint (ubuntu),ubuntu-latest,41.0,Install Rust + components,9.0
35431601592,lint (ubuntu),ubuntu-latest,41.0,Format,0.0
35431601592,lint (ubuntu),ubuntu-latest,41.0,Clippy,17.0
35431601592,lint (ubuntu),ubuntu-latest,41.0,Package (locked),11.0
35431601592,lint (ubuntu),ubuntu-latest,41.0,Post Run actions/checkout@v7,0.0
35431601592,lint (ubuntu),ubuntu-latest,41.0,Complete job,0.0
35431601592,doc (ubuntu),ubuntu-latest,21.0,Set up job,0.0
35431601592,doc (ubuntu),ubuntu-latest,21.0,Run actions/checkout@v7,1.0
35431601592,doc (ubuntu),ubuntu-latest,21.0,Install Rust,0.0
35431601592,doc (ubuntu),ubuntu-latest,21.0,Rustdoc (deny warnings),17.0
35431601592,doc (ubuntu),ubuntu-latest,21.0,Post Run actions/checkout@v7,0.0
35431601592,doc (ubuntu),ubuntu-latest,21.0,Complete job,0.0
35431601592,"msrv (1.85.0, ubuntu)",ubuntu-latest,28.0,Set up job,0.0
35431601592,"msrv (1.85.0, ubuntu)",ubuntu-latest,28.0,Run actions/checkout@v7,1.0
35431601592,"msrv (1.85.0, ubuntu)",ubuntu-latest,28.0,Install Rust 1.85.0,7.0
35431601592,"msrv (1.85.0, ubuntu)",ubuntu-latest,28.0,Check on the advertised MSRV,18.0
35431601592,"msrv (1.85.0, ubuntu)",ubuntu-latest,28.0,Post Run actions/checkout@v7,0.0
35431601592,"msrv (1.85.0, ubuntu)",ubuntu-latest,28.0,Complete job,0.0
35431601592,test windows-latest,windows-latest,245.0,Set up job,1.0
35431601592,test windows-latest,windows-latest,245.0,Run actions/checkout@v7,5.0
35431601592,test windows-latest,windows-latest,245.0,Install Rust,6.0
35431601592,test windows-latest,windows-latest,245.0,Install DuckDB CLI (Unix),0.0
35431601592,test windows-latest,windows-latest,245.0,Install DuckDB CLI (Windows),1.0
35431601592,test windows-latest,windows-latest,245.0,Verify DuckDB,1.0
35431601592,test windows-latest,windows-latest,245.0,Test,227.0
35431601592,test windows-latest,windows-latest,245.0,Doc tests,1.0
35431601592,test windows-latest,windows-latest,245.0,Post Run actions/checkout@v7,2.0
35431601592,test windows-latest,windows-latest,245.0,Complete job,0.0
35431601592,test macos-latest,macos-latest,138.0,Set up job,1.0
35431601592,test macos-latest,macos-latest,138.0,Run actions/checkout@v7,1.0
35431601592,test macos-latest,macos-latest,138.0,Install Rust,1.0
35431601592,test macos-latest,macos-latest,138.0,Install DuckDB CLI (Unix),2.0
35431601592,test macos-latest,macos-latest,138.0,Install DuckDB CLI (Windows),0.0
35431601592,test macos-latest,macos-latest,138.0,Verify DuckDB,0.0
35431601592,test macos-latest,macos-latest,138.0,Test,127.0
35431601592,test macos-latest,macos-latest,138.0,Doc tests,2.0
35431601592,test macos-latest,macos-latest,138.0,Post Run actions/checkout@v7,1.0
35431601592,test macos-latest,macos-latest,138.0,Complete job,0.0
35431601592,test ubuntu-latest,ubuntu-latest,119.0,Set up job,1.0
35431601592,test ubuntu-latest,ubuntu-latest,119.0,Run actions/checkout@v7,1.0
35431601592,test ubuntu-latest,ubuntu-latest,119.0,Install Rust,1.0
35431601592,test ubuntu-latest,ubuntu-latest,119.0,Install DuckDB CLI (Unix),1.0
35431601592,test ubuntu-latest,ubuntu-latest,119.0,Install DuckDB CLI (Windows),0.0
35431601592,test ubuntu-latest,ubuntu-latest,119.0,Verify DuckDB,0.0
35431601592,test ubuntu-latest,ubuntu-latest,119.0,Test,112.0
35431601592,test ubuntu-latest,ubuntu-latest,119.0,Doc tests,0.0
35431601592,test ubuntu-latest,ubuntu-latest,119.0,Post Run actions/checkout@v7,0.0
35431601592,test ubuntu-latest,ubuntu-latest,119.0,Complete job,0.0
35431601592,test windows-11-arm,windows-11-arm,214.0,Set up job,1.0
35431601592,test windows-11-arm,windows-11-arm,214.0,Run actions/checkout@v7,11.0
35431601592,test windows-11-arm,windows-11-arm,214.0,Install Rust,4.0
35431601592,test windows-11-arm,windows-11-arm,214.0,Install DuckDB CLI (Unix),0.0
35431601592,test windows-11-arm,windows-11-arm,214.0,Install DuckDB CLI (Windows),2.0
35431601592,test windows-11-arm,windows-11-arm,214.0,Verify DuckDB,1.0
35431601592,test windows-11-arm,windows-11-arm,214.0,Test,186.0
35431601592,test windows-11-arm,windows-11-arm,214.0,Doc tests,2.0
35431601592,test windows-11-arm,windows-11-arm,214.0,Post Run actions/checkout@v7,4.0
35431601592,test windows-11-arm,windows-11-arm,214.0,Complete job,1.0
35430808077,lint (ubuntu),ubuntu-latest,39.0,Set up job,1.0
35430808077,lint (ubuntu),ubuntu-latest,39.0,Run actions/checkout@v7,1.0
35430808077,lint (ubuntu),ubuntu-latest,39.0,Install Rust + components,9.0
35430808077,lint (ubuntu),ubuntu-latest,39.0,Format,0.0
35430808077,lint (ubuntu),ubuntu-latest,39.0,Clippy,16.0
35430808077,lint (ubuntu),ubuntu-latest,39.0,Package (locked),10.0
35430808077,lint (ubuntu),ubuntu-latest,39.0,Post Run actions/checkout@v7,0.0
35430808077,lint (ubuntu),ubuntu-latest,39.0,Complete job,0.0
35430808077,test macos-latest,macos-latest,166.0,Set up job,1.0
35430808077,test macos-latest,macos-latest,166.0,Run actions/checkout@v7,2.0
35430808077,test macos-latest,macos-latest,166.0,Install Rust,1.0
35430808077,test macos-latest,macos-latest,166.0,Install DuckDB CLI (Unix),2.0
35430808077,test macos-latest,macos-latest,166.0,Install DuckDB CLI (Windows),0.0
35430808077,test macos-latest,macos-latest,166.0,Verify DuckDB,0.0
35430808077,test macos-latest,macos-latest,166.0,Test,156.0
35430808077,test macos-latest,macos-latest,166.0,Doc tests,2.0
35430808077,test macos-latest,macos-latest,166.0,Post Run actions/checkout@v7,1.0
35430808077,test macos-latest,macos-latest,166.0,Complete job,1.0
35430808077,"msrv (1.85.0, ubuntu)",ubuntu-latest,25.0,Set up job,1.0
35430808077,"msrv (1.85.0, ubuntu)",ubuntu-latest,25.0,Run actions/checkout@v7,0.0
35430808077,"msrv (1.85.0, ubuntu)",ubuntu-latest,25.0,Install Rust 1.85.0,7.0
35430808077,"msrv (1.85.0, ubuntu)",ubuntu-latest,25.0,Check on the advertised MSRV,14.0
35430808077,"msrv (1.85.0, ubuntu)",ubuntu-latest,25.0,Post Run actions/checkout@v7,0.0
35430808077,"msrv (1.85.0, ubuntu)",ubuntu-latest,25.0,Complete job,0.0
35430808077,test windows-11-arm,windows-11-arm,250.0,Set up job,1.0
35430808077,test windows-11-arm,windows-11-arm,250.0,Run actions/checkout@v7,9.0
35430808077,test windows-11-arm,windows-11-arm,250.0,Install Rust,7.0
35430808077,test windows-11-arm,windows-11-arm,250.0,Install DuckDB CLI (Unix),0.0
35430808077,test windows-11-arm,windows-11-arm,250.0,Install DuckDB CLI (Windows),2.0
35430808077,test windows-11-arm,windows-11-arm,250.0,Verify DuckDB,1.0
35430808077,test windows-11-arm,windows-11-arm,250.0,Test,222.0
35430808077,test windows-11-arm,windows-11-arm,250.0,Doc tests,1.0
35430808077,test windows-11-arm,windows-11-arm,250.0,Post Run actions/checkout@v7,5.0
35430808077,test windows-11-arm,windows-11-arm,250.0,Complete job,0.0
35430808077,test ubuntu-latest,ubuntu-latest,118.0,Set up job,1.0
35430808077,test ubuntu-latest,ubuntu-latest,118.0,Run actions/checkout@v7,0.0
35430808077,test ubuntu-latest,ubuntu-latest,118.0,Install Rust,1.0
35430808077,test ubuntu-latest,ubuntu-latest,118.0,Install DuckDB CLI (Unix),1.0
35430808077,test ubuntu-latest,ubuntu-latest,118.0,Install DuckDB CLI (Windows),0.0
35430808077,test ubuntu-latest,ubuntu-latest,118.0,Verify DuckDB,0.0
35430808077,test ubuntu-latest,ubuntu-latest,118.0,Test,112.0
35430808077,test ubuntu-latest,ubuntu-latest,118.0,Doc tests,1.0
35430808077,test ubuntu-latest,ubuntu-latest,118.0,Post Run actions/checkout@v7,0.0
35430808077,test ubuntu-latest,ubuntu-latest,118.0,Complete job,0.0
35430808077,doc (ubuntu),ubuntu-latest,21.0,Set up job,1.0
35430808077,doc (ubuntu),ubuntu-latest,21.0,Run actions/checkout@v7,0.0
35430808077,doc (ubuntu),ubuntu-latest,21.0,Install Rust,1.0
35430808077,doc (ubuntu),ubuntu-latest,21.0,Rustdoc (deny warnings),16.0
35430808077,doc (ubuntu),ubuntu-latest,21.0,Post Run actions/checkout@v7,1.0
35430808077,doc (ubuntu),ubuntu-latest,21.0,Complete job,0.0
35430808077,test windows-latest,windows-latest,257.0,Set up job,0.0
35430808077,test windows-latest,windows-latest,257.0,Run actions/checkout@v7,10.0
35430808077,test windows-latest,windows-latest,257.0,Install Rust,5.0
35430808077,test windows-latest,windows-latest,257.0,Install DuckDB CLI (Unix),0.0
35430808077,test windows-latest,windows-latest,257.0,Install DuckDB CLI (Windows),2.0
35430808077,test windows-latest,windows-latest,257.0,Verify DuckDB,0.0
35430808077,test windows-latest,windows-latest,257.0,Test,234.0
35430808077,test windows-latest,windows-latest,257.0,Doc tests,1.0
35430808077,test windows-latest,windows-latest,257.0,Post Run actions/checkout@v7,3.0
35430808077,test windows-latest,windows-latest,257.0,Complete job,0.0
35430629467,doc (ubuntu),ubuntu-latest,23.0,Set up job,0.0
35430629467,doc (ubuntu),ubuntu-latest,23.0,Run actions/checkout@v7,1.0
35430629467,doc (ubuntu),ubuntu-latest,23.0,Install Rust,1.0
35430629467,doc (ubuntu),ubuntu-latest,23.0,Rustdoc (deny warnings),17.0
35430629467,doc (ubuntu),ubuntu-latest,23.0,Post Run actions/checkout@v7,0.0
35430629467,doc (ubuntu),ubuntu-latest,23.0,Complete job,0.0
35430629467,lint (ubuntu),ubuntu-latest,38.0,Set up job,1.0
35430629467,lint (ubuntu),ubuntu-latest,38.0,Run actions/checkout@v7,1.0
35430629467,lint (ubuntu),ubuntu-latest,38.0,Install Rust + components,8.0
35430629467,lint (ubuntu),ubuntu-latest,38.0,Format,1.0
35430629467,lint (ubuntu),ubuntu-latest,38.0,Clippy,15.0
35430629467,lint (ubuntu),ubuntu-latest,38.0,Package (locked),9.0
35430629467,lint (ubuntu),ubuntu-latest,38.0,Post Run actions/checkout@v7,0.0
35430629467,lint (ubuntu),ubuntu-latest,38.0,Complete job,0.0
35430629467,"msrv (1.85.0, ubuntu)",ubuntu-latest,29.0,Set up job,0.0
35430629467,"msrv (1.85.0, ubuntu)",ubuntu-latest,29.0,Run actions/checkout@v7,0.0
35430629467,"msrv (1.85.0, ubuntu)",ubuntu-latest,29.0,Install Rust 1.85.0,7.0
35430629467,"msrv (1.85.0, ubuntu)",ubuntu-latest,29.0,Check on the advertised MSRV,18.0
35430629467,"msrv (1.85.0, ubuntu)",ubuntu-latest,29.0,Post Run actions/checkout@v7,0.0
35430629467,"msrv (1.85.0, ubuntu)",ubuntu-latest,29.0,Complete job,0.0
35430629467,test ubuntu-latest,ubuntu-latest,118.0,Set up job,1.0
35430629467,test ubuntu-latest,ubuntu-latest,118.0,Run actions/checkout@v7,1.0
35430629467,test ubuntu-latest,ubuntu-latest,118.0,Install Rust,1.0
35430629467,test ubuntu-latest,ubuntu-latest,118.0,Install DuckDB CLI (Unix),1.0
35430629467,test ubuntu-latest,ubuntu-latest,118.0,Install DuckDB CLI (Windows),0.0
35430629467,test ubuntu-latest,ubuntu-latest,118.0,Verify DuckDB,0.0
35430629467,test ubuntu-latest,ubuntu-latest,118.0,Test,111.0
35430629467,test ubuntu-latest,ubuntu-latest,118.0,Doc tests,0.0
35430629467,test ubuntu-latest,ubuntu-latest,118.0,Post Run actions/checkout@v7,1.0
35430629467,test ubuntu-latest,ubuntu-latest,118.0,Complete job,0.0
35430629467,test macos-latest,macos-latest,145.0,Set up job,1.0
35430629467,test macos-latest,macos-latest,145.0,Run actions/checkout@v7,1.0
35430629467,test macos-latest,macos-latest,145.0,Install Rust,1.0
35430629467,test macos-latest,macos-latest,145.0,Install DuckDB CLI (Unix),1.0
35430629467,test macos-latest,macos-latest,145.0,Install DuckDB CLI (Windows),0.0
35430629467,test macos-latest,macos-latest,145.0,Verify DuckDB,0.0
35430629467,test macos-latest,macos-latest,145.0,Test,135.0
35430629467,test macos-latest,macos-latest,145.0,Doc tests,1.0
35430629467,test macos-latest,macos-latest,145.0,Post Run actions/checkout@v7,1.0
35430629467,test macos-latest,macos-latest,145.0,Complete job,1.0
35430629467,test windows-latest,windows-latest,242.0,Set up job,1.0
35430629467,test windows-latest,windows-latest,242.0,Run actions/checkout@v7,5.0
35430629467,test windows-latest,windows-latest,242.0,Install Rust,4.0
35430629467,test windows-latest,windows-latest,242.0,Install DuckDB CLI (Unix),0.0
35430629467,test windows-latest,windows-latest,242.0,Install DuckDB CLI (Windows),1.0
35430629467,test windows-latest,windows-latest,242.0,Verify DuckDB,1.0
35430629467,test windows-latest,windows-latest,242.0,Test,224.0
35430629467,test windows-latest,windows-latest,242.0,Doc tests,1.0
35430629467,test windows-latest,windows-latest,242.0,Post Run actions/checkout@v7,2.0
35430629467,test windows-latest,windows-latest,242.0,Complete job,0.0
35430629467,test windows-11-arm,windows-11-arm,233.0,Set up job,1.0
35430629467,test windows-11-arm,windows-11-arm,233.0,Run actions/checkout@v7,10.0
35430629467,test windows-11-arm,windows-11-arm,233.0,Install Rust,5.0
35430629467,test windows-11-arm,windows-11-arm,233.0,Install DuckDB CLI (Unix),0.0
35430629467,test windows-11-arm,windows-11-arm,233.0,Install DuckDB CLI (Windows),2.0
35430629467,test windows-11-arm,windows-11-arm,233.0,Verify DuckDB,1.0
35430629467,test windows-11-arm,windows-11-arm,233.0,Test,206.0
35430629467,test windows-11-arm,windows-11-arm,233.0,Doc tests,1.0
35430629467,test windows-11-arm,windows-11-arm,233.0,Post Run actions/checkout@v7,6.0
35430629467,test windows-11-arm,windows-11-arm,233.0,Complete job,0.0
